year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1979-80,16,1,0,0,0,WHL,2,Portland Winter Hawks,1
1980-81,17,2,24,8,0,WHL,9,Portland Winter Hawks,10
1981-82,18,10,12,21,0,WHL,15,Portland Winter Hawks,31
1981-82,18,1,2,4,0,M-Cup,4,Portland Winter Hawks,5
1982-83,19,11,12,15,0,WHL,14,Portland Winter Hawks,26
1982-83,19,4,0,7,0,M-Cup,3,Portland Winter Hawks,11
1988-89,25,7,12,7,0,AHL,5,Newmarket Saints,14
1989-90,26,5,8,6,0,Italy,6,HC Asiago,11
1992-93,29,0,18,1,0,Swiss,5,EV Zug,1
1993-94,30,1,0,0,0,Swiss,2,EV Zug,1
1994-95,31,5,24,12,0,Swiss,12,EV Zug,17
1995-96,32,1,6,4,0,Swiss,6,EV Zug,5
1996-97,33,2,16,2,0,Swiss,5,HC Davos,4
1997-98,34,11,34,14,0,Swiss,18,HC Davos,25
1998-99,35,0,10,1,0,Swiss,4,SC Rapperswil-Jona,1
