year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1979-80,16,40,39,72,0,AJHL,59,Fort Saskatchewan Traders,112
1980-81,17,35,105,72,0,WHL,72,Portland Winter Hawks,107
1981-82,18,58,181,99,0,WHL,72,Portland Winter Hawks,157
1982-83,19,51,76,109,0,WHL,66,Portland Winter Hawks,160
1984-85,21,4,9,6,0,IHL,7,Milwaukee Admirals,10
1986-87,23,2,21,4,0,AHL,14,Newmarket Saints,6
1987-88,24,15,63,18,0,Nat-Tm,38,Canada,33
1987-88,24,3,2,3,0,Olympics,8,Canada,6
1988-89,25,25,145,33,0,AHL,55,Newmarket Saints,58
1989-90,26,37,32,76,0,Italy,34,HC Asiago,113
1990-91,27,17,0,14,0,Swiss,26,EV Zug,31
1991-92,28,29,65,25,0,Swiss,36,EV Zug,54
1991-92,28,0,0,0,0,Nat-Tm,3,Canada,0
1992-93,29,27,57,33,0,Swiss,36,EV Zug,60
1992-93,29,0,0,5,0,Nat-Tm,2,Canada,5
1993-94,30,17,19,39,0,Swiss,36,EV Zug,56
1994-95,31,26,55,45,0,Swiss,36,EV Zug,71
1995-96,32,16,69,30,0,Swiss,26,EV Zug,46
1996-97,33,31,60,38,0,Swiss,46,HC Davos,69
1997-98,34,20,76,22,0,Swiss,39,HC Davos,42
1998-99,35,14,103,20,0,Swiss,45,SC Rapperswil-Jona,34
