pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Anoka High School,49,0,74,High-MN,28,1971-72,18,25
12,University of Wisconsin,15,0,23,WCHA,40,1972-73,19,8
16,University of Wisconsin,19,0,31,WCHA,36,1973-74,20,12
84,University of Wisconsin,25,0,48,WCHA,38,1974-75,21,23
2,United States,1,0,2,WEC-A,9,1974-75,21,1
67,United States,33,0,62,Nat-Tm,64,1975-76,22,29
4,United States,1,0,2,Olympics,6,1975-76,22,1
50,University of Wisconsin,31,0,63,WCHA,45,1976-77,23,32
0,United States,0,0,0,WEC-A,3,1977-78,24,0
27,2 Teams,3,0,9,AHL,31,1977-78,24,6
27,Hampton Gulls,3,0,9,AHL,30,1977-78,24,6
0,Springfield Indians,0,0,0,AHL,1,1977-78,24,0
46,Springfield Indians,28,0,53,AHL,59,1979-80,26,25
12,Cincinnati Stingers,6,0,9,CHL,10,1979-80,26,3
34,Binghamton Whalers,32,0,58,AHL,69,1980-81,27,26
