age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0.0,0,1,0,NHL,4,0,1968-69,0,11,0,,0,6,,NYR,1
22,,9.1,1,1,1,NHL,6,0,1969-70,0,22,2,,1,17,,NYR,3
23,,2.7,1,5,-3,NHL,13,0,1970-71,1,37,1,,0,14,,NYR,6
24,,6.5,4,6,4,NHL,0,0,1971-72,2,62,4,,0,35,,NYR,10
25,,19.4,6,2,4,NHL,10,0,1972-73,1,36,7,,1,8,,NYR,9
26,,0.0,0,5,3,NHL,13,0,1973-74,0,34,0,,0,22,,NYR,5
27,,20.0,1,2,1,NHL,3,0,1974-75,0,5,1,,0,5,,NYR,3
30,,0.0,0,2,-2,NHL,3,0,1977-78,0,8,0,,0,0,,NYR,2
31,,15.4,3,7,8,NHL,0,0,1978-79,0,26,4,,0,10,,NYR,11
32,,0.0,0,1,-1,NHL,7,0,1979-80,0,8,0,,0,2,,NYR,1
