year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1905-06,19,1,3,0,0,ECAHA,2,Montreal Wanderers,1
1906-07,20,5,8,0,0,St-Cup,6,Montreal Wanderers,5
1907-08,21,11,28,0,0,St-Cup,5,Montreal Wanderers,11
1908-09,22,1,6,0,0,St-Cup,2,Montreal Wanderers,1
1909-10,23,0,9,0,0,St-Cup,1,Montreal Wanderers,0
1915-16,29,1,9,0,0,St-Cup,5,Portland Rosebuds,1
1926-27,40,0,12,0,0,AHA,5,Minneapolis Millers,0
1928-29,42,0,0,0,0,PCHL,1,Portland Buckaroos,0
