power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,10,11,0,NHL,1979-80,19,2,BOS,,9,27,4,0,45,,,4.4,2
0,3,1,0,NHL,1980-81,20,0,BOS,,1,2,-2,0,11,,,0.0,0
0,9,6,1,NHL,1981-82,21,1,BOS,,5,16,5,0,31,,,3.2,1
2,17,23,1,NHL,1982-83,22,8,BOS,,15,10,15,0,0,,,10.1,6
0,3,2,0,NHL,1983-84,23,0,BOS,,2,0,-3,0,10,,,0.0,0
0,5,3,0,NHL,1984-85,24,0,BOS,,3,4,1,0,15,,,0.0,0
0,3,0,0,NHL,1985-86,25,0,BOS,,0,0,0,0,7,,,0.0,0
0,4,3,0,NHL,1986-87,26,1,BOS,,2,0,-1,0,22,,,4.5,1
0,0,21,1,NHL,1987-88,27,3,BOS,,18,26,16,0,65,,,4.6,3
0,10,4,0,NHL,1988-89,28,0,BOS,,4,6,-1,0,40,,,0.0,0
1,17,17,0,NHL,1989-90,29,5,BOS,,12,16,11,0,64,,,7.8,4
3,19,25,0,NHL,1990-91,30,7,BOS,,18,12,-4,0,84,,,8.3,4
2,12,9,0,NHL,1991-92,31,3,BOS,,6,12,-10,0,51,,,5.9,1
1,4,1,0,NHL,1992-93,32,1,BOS,,0,2,-2,0,20,,,5.0,0
1,13,10,0,NHL,1993-94,33,2,BOS,,8,0,-5,0,64,,,3.1,1
0,5,3,0,NHL,1994-95,34,0,BOS,,3,0,-5,0,15,,,0.0,0
1,5,7,0,NHL,1995-96,35,1,BOS,,6,2,-4,0,28,,,3.6,0
1,6,5,0,NHL,1997-98,37,1,BOS,,4,2,-2,0,42,,,2.4,0
0,12,10,0,NHL,1998-99,38,1,BOS,32:05,9,14,1,0,44,385,,2.3,1
0,13,9,0,NHL,1999-00,39,1,COL,29:38,8,8,4,0,28,385,,3.6,1
3,21,10,1,NHL,2000-01,40,4,COL,28:32,6,12,9,0,49,599,SC,8.2,1
