assists,team,goals,year,games_played,points,pim,age,plus_minus,league
51,Kelowna Buckaroos,65,1980-81,52,116,39,17,0,BCJHL
16,University of Wisconsin,9,1981-82,43,25,38,18,0,WCHA
33,University of Wisconsin,38,1982-83,47,71,36,19,0,WCHA
20,University of Wisconsin,20,1983-84,37,40,29,20,0,WCHA
24,University of Wisconsin,16,1984-85,39,40,54,21,0,WCHA
0,Nova Scotia Oilers,1,1984-85,10,1,0,21,0,AHL
17,Springfield Indians,15,1985-86,61,32,27,22,0,AHL
18,Springfield Indians,29,1986-87,64,47,58,23,0,AHL
29,Kalamazoo Wings,27,1987-88,74,56,73,24,0,IHL
0,Springfield Indians,1,1988-89,2,1,0,25,0,AHL
37,Indianapolis Ice,22,1988-89,81,59,51,25,0,IHL
46,IJC Utrecht,35,1989-90,40,81,0,26,0,Holland
40,IJC Utrecht,37,1990-91,41,77,49,27,0,Holland
