average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,4,0,0,NHL,22,3,244,-1,9,1,0,0,0,1989-90,STL,1,3,[],11.1,,43
,1,1,0,NHL,23,0,15,1,1,1,0,0,0,1990-91,STL,1,0,[],100.0,,2
,3,0,0,NHL,24,2,264,-6,29,1,0,0,0,1991-92,STL,1,2,[],3.4,,46
,7,0,0,NHL,25,5,204,-9,28,2,0,0,0,1992-93,STL,2,5,[],7.1,,49
,7,0,0,NHL,26,5,278,-5,57,2,0,0,0,1993-94,STL,2,5,[],3.5,,68
,4,0,0,NHL,27,4,141,1,15,0,0,0,0,1994-95,HAR,0,4,[],0.0,,28
,6,1,0,NHL,28,4,230,-4,19,2,0,0,0,1995-96,HAR,2,4,[],10.5,,55
,3,0,0,NHL,29,2,149,2,6,1,0,0,0,1996-97,TOT,1,2,[],16.7,,30
,3,0,0,NHL,29,2,122,2,5,1,0,0,0,1996-97,HAR,1,2,[],20.0,,28
,0,0,0,NHL,29,0,27,0,1,0,0,0,0,1996-97,TOR,0,0,[],0.0,,2
,7,1,0,NHL,30,3,231,10,29,4,0,0,0,1997-98,STL,4,3,"[{'link': '/awards/clancy.html#1998', 'name': None}]",13.8,,67
5:56,10,1,0,NHL,31,6,143,2,25,3,0,0,1,1998-99,STL,3,7,[],12.0,267,45
7:46,1,0,0,NHL,32,1,118,-5,14,0,0,0,0,1999-00,STL,0,1,[],0.0,194,25
