bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,Minor-ON,27,Oakville Rangers,1209,15,0,0,0,41,0,0,0,5,0,0,0,0,0,0,2003-04,0,2.03,0,0
0,ON-Jr.C,45,Grimsby Peach Kings,2800,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2004-05,0,0,0,0
0,ON-Jr.B,9,Petrolia Jets,522,17,3,0,0,22,0,0,0,1,6,0,0,0,0,0,2005-06,0,2.53,0,0
0,OHL,12,London Knights,497,17,3,0,1,22,0,0,0,0,5,1,0,0,0,.931,2005-06,321,2.66,0,299
0,OHL,62,London Knights,3733,18,13,0,8,199,0,0,4,2,45,8,0,0,0,.914,2006-07,2322,3.20,16,2123
0,WJC-A,5,Canada,304,19,0,0,0,6,0,0,0,1,5,0,0,0,0,.951,2007-08,123,1.18,0,117
0,OHL,42,2 Teams,2530,19,7,0,3,106,0,0,3,3,32,3,0,0,0,0,2007-08,0,2.51,4,0
0,OHL,26,London Knights,1569,19,4,0,2,73,0,0,3,2,19,2,0,0,0,0,2007-08,0,2.79,4,0
0,OHL,16,Kitchener Rangers,961,19,3,0,1,33,0,0,0,1,13,1,0,0,0,0,2007-08,0,2.06,0,0
0,AHL,3,Syracuse Crunch,184,20,1,0,0,5,0,0,0,0,2,0,0,0,0,.937,2008-09,79,1.63,0,74
