year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1943-44,19,6,0,1,0,QJHL,3,Montreal Jr. Canadiens,7
1943-44,19,1,4,3,0,M-Cup,4,Montreal Jr. Royals,4
1944-45,20,13,2,7,0,QPHL,11,Valleyfield Braves,21
1944-45,20,1,0,0,0,Al-Cup,3,Valleyfield Braves,1
1946-47,22,5,4,4,0,QSHL,11,Montreal Royals,9
1946-47,22,7,2,12,0,Al-Cup,14,Montreal Royals,19
1947-48,23,0,0,1,0,QSHL,3,Montreal Royals,1
1951-52,27,3,0,1,0,QMHL,7,Montreal Royals,4
1952-53,28,2,2,4,0,QMHL,16,Montreal Royals,6
1953-54,29,6,10,6,0,Al-Cup,16,Matane Red Rockets,12
1956-57,32,0,10,0,0,EOHL,6,Cornwall Chevies,0
1957-58,33,1,6,4,0,EOHL,12,Pembroke Lumber Kings,5
