assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Winnipeg Rangers,1,1944-45,4,2,0,18,0,MJHL
5,Winnipeg Monarchs,9,1944-45,10,14,2,18,0,M-Cup
1,Brandon Elks,3,1945-46,7,4,0,19,0,MJHL
3,Brandon Elks,4,1946-47,7,7,4,20,0,MJHL
6,Brandon Elks,18,1946-47,12,24,4,20,0,M-Cup
0,Minneapolis Millers,0,1947-48,4,0,0,21,0,USHL
5,Minneapolis Millers,5,1949-50,7,10,0,23,0,USHL
2,Cleveland Barons,11,1950-51,11,13,0,24,0,AHL
1,Buffalo Bisons,2,1958-59,11,3,6,32,0,AHL
0,Calgary Stampeders,3,1960-61,5,3,0,34,0,WHL
