pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,HC Tunabro,4,0,6,Sweden,6,1971-72,17,2
0,HC Tunabro,5,0,10,Sweden,6,1972-73,18,5
4,HC Tunabro,4,0,13,Sweden-2,14,1973-74,19,9
0,Leksands IF,1,0,4,Sweden,5,1974-75,20,3
0,Leksands IF,3,0,12,Sweden,10,1975-76,21,9
0,Leksands IF,1,0,4,Sweden,2,1979-80,25,3
0,Dusseldorfer EG,15,0,21,W.German,11,1980-81,26,6
2,HV 71 Jonkoping,0,0,0,Sweden,2,1985-86,31,0
4,IK VIK Hockey Vasteras,9,0,13,Sweden-2,12,1986-87,32,4
0,Vasteras IK,2,0,5,Sweden,5,1988-89,34,3
