pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Brandon Wheat Kings,1,0,6,MJHL,7,1948-49,18,5
9,Brandon Wheat Kings,6,0,13,M-Cup,16,1948-49,18,7
4,Brandon Wheat Kings,7,0,13,MJHL,6,1949-50,19,6
2,Brandon Wheat Kings,1,0,7,M-Cup,6,1949-50,19,6
8,Victoria Cougars,9,0,12,PCHL,12,1950-51,20,3
7,Victoria Cougars,6,0,9,PCHL,13,1951-52,21,3
2,Victoria Cougars,2,0,2,WHL,3,1953-54,23,0
2,Windsor Bulldogs,4,0,11,OHA-Sr.,12,1954-55,24,7
2,Windsor Bulldogs,1,0,4,OHA-Sr.,8,1956-57,26,3
4,Windsor Bulldogs,1,0,6,NOHA,12,1957-58,27,5
0,Winnipeg Maroons,10,0,17,Al-Cup,11,1961-62,31,7
9,Winnipeg Maroons,13,0,19,Al-Cup,15,1962-63,32,6
