average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,40,3,0,NHL,22,18,18,-4,91,16,2,0,4,1990-91,DET,18,22,[],19.8,,71
,13,1,0,NHL,23,5,8,0,34,5,1,0,2,1991-92,TOT,6,7,[],17.6,,28
,2,0,0,NHL,23,1,4,2,13,1,0,0,0,1991-92,DET,1,1,[],7.7,,16
,11,1,0,NHL,23,4,4,-2,21,4,1,0,2,1991-92,SJS,5,6,[],23.8,,12
,66,1,0,NHL,24,32,56,-26,171,8,14,1,11,1992-93,SJS,22,44,[],12.9,,79
,53,3,0,NHL,25,27,28,9,125,11,7,0,8,1993-94,SJS,18,35,[],14.4,,80
,14,0,0,NHL,26,7,2,1,44,4,0,0,3,1994-95,TOT,4,10,[],9.1,,40
,2,0,0,NHL,26,1,2,-3,16,1,0,0,0,1994-95,SJS,1,1,[],6.3,,13
,12,0,0,NHL,26,6,0,4,28,3,0,0,3,1994-95,FLA,3,9,[],10.7,,27
,51,7,0,NHL,27,14,36,-10,130,15,8,0,14,1995-96,FLA,23,28,[],17.7,,82
,36,1,0,NHL,28,18,47,10,83,10,1,0,7,1996-97,FLA,11,25,[],13.3,,53
,5,0,0,NHL,29,3,8,-6,43,2,0,0,0,1997-98,FLA,2,3,[],4.7,,39
13:14,17,0,1,NHL,30,8,42,-9,71,7,0,1,0,1998-99,FLA,8,9,[],11.3,847,64
15:19,16,0,0,NHL,31,11,31,-30,79,2,0,0,3,1999-00,ATL,2,14,[],2.5,1118,73
