pim,team,assists,plus_minus,points,league,games_played,year,age,goals
88,Windsor Spitfires,4,0,11,OHA-Jr.,54,1952-53,16,7
100,Hamilton Tiger Cubs,25,0,55,OHA-Jr.,58,1953-54,17,30
54,Hamilton Tiger Cubs,10,0,16,OHA-Jr.,28,1954-55,18,6
50,Hamilton Tiger Cubs,30,0,61,OHA-Jr.,38,1955-56,19,31
83,Edmonton Flyers,15,0,29,WHL,57,1956-57,20,14
26,Edmonton Flyers,11,0,21,WHL,35,1957-58,21,10
60,Seattle Totems,25,0,41,WHL,50,1958-59,22,16
44,Sudbury Wolves,32,0,58,EPHL,64,1959-60,23,26
49,Sudbury Wolves,21,0,36,EPHL,62,1960-61,24,15
59,Sudbury Wolves,31,0,49,EPHL,63,1961-62,25,18
24,Edmonton Flyers,10,0,14,WHL,42,1962-63,26,4
0,Pittsburgh Hornets,0,0,0,AHL,3,1962-63,26,0
28,Charlotte Checkers,31,0,46,EHL,35,1963-64,27,15
23,Florida Rockets,20,0,27,EHL,52,1967-68,31,7
