average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,1,0,0,NHL,21,0,81,-1,10,1,0,0,0,1987-88,EDM,1,0,[],10.0,,19
,14,1,0,NHL,22,6,234,-14,57,4,1,0,3,1988-89,EDM,5,9,[],8.8,,66
,8,2,0,NHL,23,6,168,-8,35,2,0,0,0,1989-90,EDM,2,6,[],5.7,,55
,4,2,0,NHL,24,1,160,-6,54,3,0,0,0,1990-91,EDM,3,1,[],5.6,,64
,44,3,4,NHL,25,22,157,9,90,16,0,1,1,1991-92,EDM,20,24,"[{'link': '/awards/voting-1992.html#selke', 'name': 'Selke-14'}]",22.2,,79
,30,3,2,NHL,26,13,133,-27,92,9,1,5,0,1992-93,EDM,12,18,[],13.0,,83
,21,0,0,NHL,27,18,199,-20,93,3,0,0,0,1993-94,EDM,3,18,[],3.2,,84
,24,5,1,NHL,28,15,82,0,73,4,2,2,0,1994-95,EDM,7,17,[],9.6,,48
,25,3,2,NHL,29,10,184,-20,119,9,0,4,0,1995-96,EDM,11,14,[],9.2,,82
,38,3,0,NHL,30,26,159,4,78,8,0,4,0,1996-97,EDM,8,30,[],10.3,,81
,23,1,1,NHL,31,17,122,-10,86,4,1,0,0,1997-98,EDM,6,17,[],7.0,,82
11:49,8,1,2,NHL,32,4,68,-6,29,2,0,0,0,1998-99,EDM,4,4,[],13.8,614,52
16:05,20,0,0,NHL,33,12,152,-36,76,7,0,0,1,1999-00,TOT,7,13,[],9.2,1303,81
16:21,17,0,0,NHL,33,11,139,-34,56,5,0,0,1,1999-00,ATL,5,12,[],8.9,1112,68
14:43,3,0,0,NHL,33,1,13,-2,20,2,0,0,0,1999-00,LAK,2,1,[],10.0,191,13
14:26,20,1,0,NHL,34,13,75,-10,66,6,0,1,0,2000-01,LAK,6,14,[],9.1,1183,82
10:21,13,1,0,NHL,35,5,105,-13,39,6,0,0,2,2001-02,LAK,6,7,[],15.4,765,74
9:59,12,0,1,NHL,36,9,109,0,32,2,0,0,0,2002-03,PHX,3,9,[],9.4,788,79
10:21,4,0,0,NHL,37,3,109,-19,34,1,0,0,0,2003-04,PIT,1,3,[],2.9,735,71
