assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Boston A.A. Unicorns,2,1923-24,5,2,0,19,0,USAHA
0,Boston A.A. Unicorns,1,1924-25,4,1,0,20,0,USAHA
1,New Haven Eagles,2,1926-27,4,3,0,22,0,Can-Am
0,Providence Reds,3,1928-29,6,3,14,24,0,Can-Am
1,Providence Reds,1,1929-30,3,2,2,25,0,Can-Am
0,Providence Reds,1,1930-31,2,1,2,26,0,Can-Am
1,Providence Reds,3,1931-32,5,4,0,27,0,Can-Am
2,Providence Reds,0,1933-34,3,2,0,29,0,Can-Am
1,Providence Reds,0,1934-35,6,1,8,30,0,Can-Am
0,Providence Reds,0,1935-36,7,0,8,31,0,Can-Am
