pim,team,assists,plus_minus,points,league,games_played,year,age,goals
18,Spokane Chiefs,2,0,2,WHL,5,1995-96,16,0
324,Spokane Chiefs,20,0,26,WHL,67,1996-97,17,6
213,Spokane Chiefs,30,16,39,WHL,54,1997-98,18,9
6,Canada,1,0,1,WJC-A,7,1997-98,18,0
25,Canada,2,0,2,WJC-A,7,1998-99,19,0
241,2 Teams,37,9,46,WHL,51,1998-99,19,9
125,Spokane Chiefs,22,-6,25,WHL,31,1998-99,19,3
116,Tri-City Americans,15,15,21,WHL,20,1998-99,19,6
231,Louisville Panthers,7,14,9,AHL,58,1999-00,20,2
200,Louisville Panthers,21,-22,24,AHL,52,2000-01,21,3
4,Canada,0,2,0,WC-A,6,2001-02,22,0
138,HC Morzine-Avoriaz,10,0,12,France,17,2004-05,25,2
135,2 Teams,17,-15,22,AHL,62,2005-06,26,5
39,San Antonio Rampage,9,-7,11,AHL,19,2005-06,26,2
96,Albany River Rats,8,-8,11,AHL,43,2005-06,26,3
210,Omaha Ak-Sar-Ben Knights,23,-4,26,AHL,73,2006-07,27,3
78,Grand Rapids Griffins,1,-5,2,AHL,32,2007-08,28,1
