age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
28,,0,0,4,0,NHL,6,0,1947-48,0,0,1,,0,0,,NYR,5
30,,0,0,5,0,NHL,12,0,1949-50,0,0,3,,0,4,,NYR,8
