age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,SC,0,0,4,0,NHL,9,0,1948-49,0,0,2,,0,4,,TOR,6
20,,0,0,1,0,NHL,7,0,1949-50,0,0,1,,0,11,,TOR,2
21,SC,0,0,3,0,NHL,0,0,1950-51,0,0,2,,0,9,,TOR,5
22,,0,0,1,0,NHL,5,0,1951-52,0,0,2,,0,12,,BOS,3
23,,0,0,0,0,NHL,11,0,1952-53,0,0,2,,0,7,,BOS,9
24,,0,0,1,0,NHL,4,0,1953-54,0,0,1,,0,8,,BOS,2
25,,0,0,1,0,NHL,4,0,1954-55,0,0,0,,0,0,,BOS,1
27,,0,0,3,0,NHL,0,0,1956-57,0,0,5,,0,4,,BOS,8
28,,0,0,0,0,NHL,0,0,1957-58,0,0,5,,0,12,,BOS,0
29,,0,0,6,0,NHL,7,0,1958-59,0,0,2,,0,8,,BOS,8
