age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,20.0,1,0,-1,NHL,3,0,1976-77,0,5,1,,0,19,,ATF,1
23,,33.3,1,0,0,NHL,2,0,1978-79,0,3,1,,0,29,,ATF,1
24,,12.5,0,0,-4,NHL,4,0,1979-80,0,8,1,,1,15,,ATF,1
25,,24.2,3,4,-4,NHL,15,0,1980-81,3,33,8,,5,89,,CGY,12
26,,33.3,0,2,1,NHL,3,0,1981-82,0,3,1,,1,39,,CGY,3
27,,4.5,1,3,-1,NHL,9,0,1982-83,0,22,1,,0,38,,MNS,4
28,,20.0,5,2,-2,NHL,16,0,1983-84,0,30,6,,1,51,,MNS,8
29,,21.4,2,6,0,NHL,9,0,1984-85,0,14,3,,1,67,,MNS,9
30,,0.0,0,1,1,NHL,5,0,1985-86,0,2,0,,0,45,,MNS,1
32,,12.5,2,4,5,NHL,17,0,1987-88,1,16,2,,0,74,,BOS,6
