league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,4,0,20,5,0,0,,ATF,[],0.0,0,0,0,0,0,1975-76,,0,0,0,0
NHL,64,6,21,156,56,6,,ATF,"[{'link': '/awards/voting-1977.html#AS', 'name': 'AS-9'}, {'link': '/awards/calder.html#1977', 'name': None}]",21.2,28,23,15,33,0,1976-77,,5,123,0,17
NHL,78,3,22,191,43,4,,ATF,[],11.5,20,21,-6,22,0,1977-78,,2,171,0,17
NHL,74,4,23,164,43,1,,ATF,[],14.0,23,20,13,23,0,1978-79,,0,213,0,19
NHL,76,2,24,119,32,0,,ATF,[],10.9,13,19,-4,13,0,1979-80,,0,231,0,19
NHL,78,4,25,159,68,10,,CGY,[],23.9,30,30,5,38,0,1980-81,,8,239,0,20
NHL,78,2,26,152,57,9,,CGY,[],13.8,16,36,-22,21,0,1981-82,,5,288,0,27
NHL,71,3,27,125,39,0,,MNS,[],20.0,17,14,-12,25,0,1982-83,,8,170,0,14
NHL,73,1,28,103,38,1,,MNS,[],14.6,14,23,-6,15,0,1983-84,,1,316,0,22
NHL,47,1,29,83,28,4,,MNS,[],16.9,13,14,4,14,0,1984-85,,1,157,0,10
NHL,59,0,30,72,17,0,,MNS,[],13.9,6,7,-20,10,0,1985-86,,4,231,0,7
NHL,67,1,31,50,11,0,,MNS,[],12.0,6,5,1,6,0,1986-87,,0,263,0,5
NHL,65,0,32,29,5,1,,BOS,[],6.9,1,3,-10,2,0,1987-88,,1,170,0,2
