year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1989-90,16,33,48,44,0,NAHL,34,Detroit Compuware Ambassadors,77
1990-91,17,39,54,51,0,OHL,63,Detroit Compuware Ambassadors,90
1991-92,18,41,44,52,0,OHL,53,Detroit Compuware Ambassadors,93
1991-92,18,5,4,1,0,WJC-A,7,United States,6
1991-92,18,1,4,0,0,AHL,3,Baltimore Skipjacks,1
1992-93,19,58,64,78,0,OHL,46,Detroit Jr. Red Wings,136
1992-93,19,4,18,9,0,WJC-A,7,United States,13
1993-94,20,0,2,5,0,AHL,4,Portland Pirates,5
1994-95,21,1,2,3,0,AHL,5,Portland Pirates,4
1996-97,23,0,0,2,0,AHL,3,Portland Pirates,2
