year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2004-05,14,2,42,8,0,High-MI,29,Brother Rice Warriors,10
2005-06,15,0,34,8,0,High-MI,24,Brother Rice Warriors,8
2006-07,16,9,44,19,0,High-MI,27,Brother Rice Warriors,28
2007-08,17,3,145,24,-1,USHL,60,Ohio Jr. Blue Jackets,27
2008-09,18,0,32,5,0,CCHA,28,University of Michigan,5
2009-10,19,1,18,5,0,CCHA,33,University of Michigan,6
2010-11,20,3,28,14,0,CCHA,40,University of Michigan,17
2011-12,21,2,65,13,0,CCHA,41,University of Michigan,15
2012-13,22,7,27,5,-12,AHL,39,Hamilton Bulldogs,12
2013-14,23,15,67,19,4,AHL,68,Hamilton Bulldogs,34
2014-15,24,3,56,12,-1,AHL,53,Hamilton Bulldogs,15
2015-16,25,0,0,0,-6,AHL,3,St. John\'s IceCaps,0
