power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,2,0,0,NHL,1948-49,23,0,MTL,,0,2,0,0,0,,,0,0
0,5,1,0,NHL,1949-50,24,1,MTL,,0,2,0,0,0,,,0,0
0,0,2,0,NHL,1950-51,25,0,MTL,,2,2,0,0,0,,,0,0
0,0,0,0,NHL,1951-52,26,4,MTL,,3,6,0,0,0,,,0,0
0,0,3,0,NHL,1952-53,27,2,MTL,,1,2,0,0,0,,SC,0,0
0,11,4,0,NHL,1953-54,28,4,MTL,,0,4,0,0,0,,,0,0
0,0,12,0,NHL,1954-55,29,8,MTL,,4,4,0,0,0,,,0,0
0,0,6,0,NHL,1955-56,30,1,MTL,,5,12,0,0,0,,SC,0,0
0,0,5,0,NHL,1956-57,31,3,MTL,,2,2,0,0,0,,SC,0,0
0,7,0,0,NHL,1957-58,32,0,MTL,,0,2,0,0,0,,SC,0,0
