power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,1,0,0,NHL,1999-00,22,0,PHX,6,0,0,0,0,1,,,0.0,0
1,5,3,1,NHL,2001-02,24,2,PHX,82,1,2,-4,0,12,,,16.7,1
3,18,19,2,NHL,2005-06,28,8,BUF,338,11,12,0,0,47,,,17.0,5
2,16,15,1,NHL,2006-07,29,3,BUF,334,12,16,3,0,49,,,6.1,1
0,17,16,3,NHL,2007-08,30,9,PHI,313,7,20,-3,0,45,79,,20.0,3
1,6,4,0,NHL,2008-09,31,1,PHI,100,3,8,-1,0,10,21,,10.0,0
4,0,0,4,NHL,2009-10,32,12,PHI,451,18,18,9,0,63,110,,19.0,8
2,11,9,1,NHL,2010-11,33,7,PHI,219,2,14,-7,0,47,73,,14.9,5
1,11,13,1,NHL,2011-12,34,0,PHI,195,5,4,-6,0,26,38,,0,0
1,16,7,0,NHL,2013-14,36,3,MTL,161,4,4,-1,0,20,32,,15.0,2
