assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1933-34,3,4,1,Kitchener Empires,17,0,0,OHA-B
1,1934-35,3,4,3,Kitchener Greenshirts,18,2,0,OHA-Jr.
5,1941-42,6,12,7,Ottawa RCAF Flyers,25,2,0,OCHL
9,1941-42,13,23,14,Ottawa RCAF Flyers,25,8,0,Al-Cup
