goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.3,0,NHL,5,SJS,154,24,1,0,0,5,0,0,0,0,2,0,0,0,0,.902,2000-01,51,1.95,0,[],46
3.6,0,NHL,20,SJS,1037,25,6,92,0,43,0,3.86,3,2,7,0,0,0,0,.915,2001-02,508,2.49,4,"[{'link': '/awards/voting-2002.html#calder', 'name': 'Calder-10'}]",465
1.4,0,NHL,22,SJS,1199,26,14,133,0,65,0,-16.05,0,1,5,0,0,0,0,.879,2002-03,537,3.25,0,[],472
8.4,0,NHL,38,CGY,2301,27,10,0,1,65,0,21.03,4,4,24,1,0,0,0,0,2003-04,966,0,15,"[{'link': '/awards/voting-2004.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2004.html#hart', 'name': 'Hart-4'}, {'link': '/awards/voting-2004.html#vezina', 'name': 'Vezina-2'}]",901
16.2,0,NHL,74,CGY,0,29,20,78,2,151,0,0,0,0,42,2,0,0,0,.923,2005-06,1951,0,10,"[{'link': '/awards/nhl_all_star.html#2006', 'name': None}, {'link': '/awards/voting-2006.html#hart', 'name': 'Hart-3'}, {'link': '/awards/jennings.html#2006', 'name': None}, {'link': '/awards/vezina.html#2006', 'name': None}]",1800
16.3,0,NHL,74,CGY,4419,30,24,87,0,181,0,26.52,9,7,40,0,0,0,0,.917,2006-07,0,2.46,2,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2007.html#byng', 'name': 'Byng-51'}, {'link': '/awards/voting-2007.html#vezina', 'name': 'Vezina-3'}]",2009
12.2,16,NHL,76,CGY,4398,31,26,103,2,0,76,-6.59,0,2,39,2,.500,0,38,.906,2007-08,2096,2.69,8,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2008.html#vezina', 'name': 'Vezina-5'}]",1899
11.5,11,NHL,0,CGY,0,32,24,106,3,0,76,-11.80,5,4,0,3,.500,0,38,.903,2008-09,0,2.84,2,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2009.html#hart', 'name': 'Hart-20'}, {'link': '/awards/voting-2009.html#vezina', 'name': 'Vezina-8'}]",0
14.3,9,NHL,73,CGY,4235,33,0,90,0,163,71,17.57,10,4,35,0,.620,0,44,.920,2009-10,2035,2.31,4,"[{'link': '/awards/voting-2010.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2010.html#vezina', 'name': 'Vezina-8'}]",1872
10.0,14,NHL,71,CGY,4156,34,24,108,1,182,71,-13.43,6,6,37,1,.549,0,39,.906,2010-11,1935,2.63,2,[],1753
14.1,6,NHL,70,CGY,4128,35,22,92,0,162,68,14.38,11,4,35,0,.588,0,40,.921,2011-12,2040,2.35,0,"[{'link': '/awards/voting-2012.html#vezina', 'name': 'Vezina-7'}]",1878
1.6,9,NHL,24,CGY,1344,36,14,134,1,77,24,-19.75,2,0,8,1,.417,0,10,.882,2012-13,650,3.44,0,[],573
