pim,team,assists,plus_minus,points,league,games_played,year,age,goals
14,Detroit/Windsor,7,0,9,IHL,22,1947-48,16,2
51,Kenora Thistles,10,0,15,NOJHA,14,1948-49,17,5
66,Windsor Spitfires,17,0,27,OHA-Jr.,48,1949-50,18,10
109,Stratford Kroehlers,45,0,66,OHA-Jr.,53,1950-51,19,21
0,Toledo Mercurys,3,0,3,IHL,2,1951-52,20,0
115,Cleveland Barons,35,0,46,AHL,54,1952-53,21,11
12,Ottawa Senators,0,0,0,QHL,2,1953-54,22,0
19,Pittsburgh Hornets,3,0,5,AHL,7,1953-54,22,2
23,Pittsburgh Hornets,19,0,28,AHL,26,1954-55,23,9
98,Pittsburgh Hornets,30,0,36,AHL,48,1955-56,24,6
83,Springfield Indians,33,0,44,AHL,40,1956-57,25,11
153,Cleveland Barons,41,0,69,AHL,64,1958-59,27,28
67,2 Teams,27,0,33,AHL,34,1959-60,28,6
13,Cleveland Barons,3,0,3,AHL,5,1959-60,28,0
54,Buffalo Bisons,24,0,30,AHL,29,1959-60,28,6
91,Quebec Aces,11,0,17,AHL,38,1960-61,29,6
91,Pittsburgh Hornets,17,0,20,AHL,27,1961-62,30,3
12,San Francisco Seals,6,0,8,WHL,12,1961-62,30,2
14,San Francisco Seals,6,0,6,WHL,11,1962-63,31,0
64,Philadelphia Ramblers,65,0,91,EHL,50,1962-63,31,26
67,Philadelphia Ramblers,4,0,6,EHL,7,1963-64,32,2
64,Fort Wayne Komets,19,0,31,IHL,22,1963-64,32,12
102,Dayton Gems,56,0,87,IHL,54,1964-65,33,31
127,Dayton Gems,87,0,132,IHL,61,1965-66,34,45
59,Dayton Gems,36,0,49,IHL,35,1966-67,35,13
93,Dayton Gems,36,0,51,IHL,24,1967-68,36,15
