bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,4,"[{'link': '/awards/voting-1968.html#calder', 'name': 'Calder-3'}]",0,2.27,0,0,NHL,0,22,0,0,37,0,0,0,83,0,1967-68,PHI,15,7.8,0,6,15,37,2192
0,1,[],0,3.56,0,0,NHL,0,23,0,0,4,0,0,0,71,0,1968-69,PHI,12,2.1,0,5,3,21,1195
0,1,[],0,3.15,0,0,NHL,0,24,0,0,2,0,0,0,43,0,1969-70,PHI,5,1.9,0,4,4,15,820
0,2,[],1,2.66,0,0,NHL,0,25,0,0,9,0,0,0,108,0,1970-71,PHI,15,8.2,1,9,16,44,2434
0,5,[],1,2.81,0,0,NHL,0,26,0,0,32,0,0,0,140,0,1971-72,PHI,25,9.1,1,9,18,54,2993
0,3,[],2,2.83,0,0,NHL,0,27,0,0,4,0,0,0,114,0,1972-73,PHI,15,8.0,2,4,20,44,2419
0,0,[],0,2.71,0,0,NHL,0,28,0,0,20,0,0,0,79,0,1973-74,TOR,7,6.0,0,9,14,32,1752
0,1,[],1,4.05,0,0,NHL,0,29,0,0,10,0,0,0,145,0,1974-75,TOR,17,3.9,1,6,12,39,2149
0,0,[],0,5.63,0,0,NHL,0,30,0,0,0,0,0,0,15,0,1975-76,TOR,2,-0.1,0,1,0,3,160
0,0,[],0,3.90,0,0,NHL,0,31,0,0,15,0,0,0,105,0,1976-77,CLR,15,3.0,0,3,8,30,1614
0,1,[],2,3.58,0,0,NHL,0,32,0,0,2,0,0,0,159,0,1977-78,CLR,20,6.0,2,11,13,47,2663
0,0,[],1,5.37,0,0,NHL,0,33,0,0,17,0,0,0,34,0,1978-79,CLR,5,0.0,1,2,0,7,380
