year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1987-88,17,3,2,2,0,EJC-A,6,Soviet Union,5
1988-89,18,0,2,0,0,USSR,1,Dynamo Moscow,0
1989-90,19,3,2,2,0,USSR,17,Dynamo Moscow,5
1990-91,20,12,12,4,0,USSR,38,Dynamo Moscow,16
1990-91,20,2,0,0,0,USSR-3,3,Dynamo Moscow 2,0
1990-91,20,0,0,2,0,Fr-Tour,1,Dynamo Moscow,2
1990-91,20,0,4,1,0,Super-S,7,Dynamo Moscow,1
1991-92,21,0,0,0,0,Can-Cup,5,Soviet Union,0
1991-92,21,15,16,12,0,CIS,39,Dynamo Moscow,27
1991-92,21,6,0,4,0,CIS-3,4,Dynamo Moscow 2,10
1991-92,21,2,2,1,0,WC-A,6,Russia,3
1992-93,22,1,4,2,0,CIS,5,Dynamo Moscow,3
1994-95,24,4,18,6,0,CIS,13,Dynamo Moscow,10
1996-97,26,4,4,8,0,IHL,8,2 Teams,12
1996-97,26,2,0,2,0,IHL,4,Michigan K-Wings,4
1996-97,26,2,4,6,0,IHL,4,Phoenix Roadrunners,8
2002-03,32,4,0,3,0,AHL,14,Norfolk Admirals,7
2003-04,33,1,4,4,-1,AHL,10,Norfolk Admirals,5
2004-05,34,8,28,20,0,Russia,60,Lokomotiv Yaroslavl,28
2005-06,35,7,26,14,0,Russia,51,Metallurg Magnitogorsk,21
2006-07,36,2,28,14,0,Russia,54,Metallurg Magnitogorsk,16
2007-08,37,6,58,20,0,Russia,57,Metallurg Magnitogorsk,26
2008-09,38,7,46,15,0,KHL,56,Atlant Moscow Region,22
2009-10,39,5,28,16,0,KHL,48,Lokomotiv Yaroslavl,21
