assists,year,games_played,points,goals,team,age,pim,plus_minus,league
10,2007-08,71,11,1,Seattle Thunderbirds,17,54,16,WHL
10,2008-09,70,10,0,Seattle Thunderbirds,18,68,-11,WHL
12,2009-10,67,14,2,Seattle Thunderbirds,19,101,-12,WHL
51,2010-11,72,59,8,Seattle Thunderbirds,20,139,-25,WHL
0,2010-11,10,0,0,Texas Stars,20,8,-2,AHL
23,2011-12,76,29,6,Texas Stars,21,97,-6,AHL
11,2012-13,37,14,3,Texas Stars,22,45,-1,AHL
0,2012-13,8,1,1,Canada,22,0,3,WC-A
