year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1927-28,20,6,0,0,0,OCHL,15,Ottawa Montagnards,6
1927-28,20,0,0,0,0,Can-Am,5,New Haven Eagles,0
1928-29,21,1,2,1,0,AHA,6,St. Louis Flyers,2
1938-39,31,2,17,2,0,IAHL,25,New Haven Eagles,4
1939-40,32,5,26,9,0,IAHL,45,New Haven Eagles,14
1940-41,33,9,59,16,0,AHL,51,2 Teams,25
1940-41,33,9,59,16,0,AHL,48,New Haven Eagles,25
1940-41,33,0,0,0,0,AHL,3,Buffalo Bisons,0
1941-42,34,3,24,10,0,AHL,51,Washington Lions,13
1942-43,35,4,16,6,0,OVHL,8,Arnprior RCAF,10
1943-44,36,1,6,3,0,OVHL,5,Arnprior RCAF,4
