age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,23.1,3,1,2,NHL,6,0,1995-96,0,13,3,,0,8,,MTL,4
22,,10.0,1,3,1,NHL,5,0,1996-97,0,10,1,,0,10,,MTL,4
23,,14.3,1,3,4,NHL,6,0,1997-98,0,14,2,,1,2,,MTL,5
27,,25.0,3,6,2,NHL,12,0,2001-02,1,16,4,191,1,4,,MTL,10
29,,11.1,1,8,1,NHL,11,0,2003-04,0,27,3,226,2,10,,MTL,11
31,,0.0,0,2,1,NHL,3,0,2005-06,0,1,0,43,0,2,,MTL,2
33,,17.6,1,6,1,NHL,7,0,2007-08,0,17,3,137,2,4,36,MTL,9
34,,0.0,0,3,-1,NHL,4,0,2008-09,0,6,0,71,0,2,11,MTL,3
36,,14.3,1,6,-2,NHL,6,0,2010-11,0,7,1,110,0,6,14,ANA,7
38,,16.7,0,2,-4,NHL,7,0,2012-13,0,6,1,125,1,6,14,ANA,3
39,,0.0,0,1,-3,NHL,13,0,2013-14,0,5,0,166,0,8,24,ANA,1
