giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,82,2,21,0,0,136,45,0,6,,MTL,0,0,"[{'link': '/awards/voting-1996.html#calder', 'name': 'Calder-4'}]",14.7,9,25,-7,20,0,3,1995-96,0,,8,40,1,18
0,NHL,50,3,22,0,0,135,56,0,12,,MTL,0,0,[],12.6,12,39,7,17,0,0,1996-97,0,,5,38,1,26
0,NHL,69,3,23,0,0,145,57,0,19,,MTL,0,0,[],9.7,10,43,8,14,0,2,1997-98,0,,2,48,1,23
0,NHL,65,0,24,0,0,145,44,0,14,1302,MTL,0,0,[],9.7,8,30,-7,14,0,2,1998-99,0,20:02,4,38,1,15
0,NHL,24,0,25,0,0,53,21,0,6,461,MTL,0,0,[],5.7,2,18,7,3,0,0,1999-00,0,19:13,1,14,1,11
0,NHL,54,3,26,0,0,113,47,0,10,1155,MTL,0,0,[],15.0,10,30,2,17,0,0,2000-01,0,21:23,7,40,2,18
0,NHL,3,0,27,0,0,2,2,0,0,42,MTL,0,0,"[{'link': '/awards/masterton.html#2002', 'name': None}]",0.0,0,2,0,0,0,0,2001-02,0,13:57,0,0,0,2
0,NHL,82,5,28,0,0,147,71,0,17,1578,MTL,0,0,"[{'link': '/awards/voting-2003.html#selke', 'name': 'Selke-31'}]",14.3,15,50,5,21,0,1,2002-03,0,19:14,5,72,0,33
0,NHL,68,3,29,0,0,112,55,0,10,1312,MTL,0,0,[],12.5,9,41,-5,14,0,0,2003-04,0,19:18,5,52,0,31
0,NHL,72,4,31,0,0,138,62,0,22,1334,MTL,0,0,[],12.3,12,45,1,17,0,0,2005-06,0,18:31,5,70,0,23
0,NHL,81,4,32,0,0,154,75,0,32,1467,MTL,0,0,"[{'link': '/awards/clancy.html#2007', 'name': None}]",14.3,10,53,-21,22,0,1,2006-07,0,18:07,11,74,2,19
43,NHL,77,3,33,640,255,150,56,41,19,1395,MTL,49,52.3,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-27'}, {'link': '/awards/voting-2008.html#selke', 'name': 'Selke-26'}]",10.7,8,40,-4,16,701,0,2007-08,29,18:07,8,93,2,19
30,NHL,65,5,34,515,218,123,50,43,12,1108,MTL,38,54.1,"[{'link': '/awards/voting-2009.html#byng', 'name': 'Byng-63'}]",13.0,11,34,4,16,607,0,2008-09,21,17:03,5,44,2,20
42,NHL,71,6,35,538,197,124,52,59,11,1319,ANA,31,51.5,"[{'link': '/awards/voting-2010.html#selke', 'name': 'Selke-26'}]",15.3,13,33,14,19,571,1,2009-10,17,18:35,5,36,2,20
32,NHL,75,3,36,632,189,104,45,48,11,1435,ANA,29,52.8,"[{'link': '/awards/voting-2011.html#byng', 'name': 'Byng-48'}]",14.4,11,30,-8,15,707,0,2010-11,35,19:08,4,36,0,19
37,NHL,74,1,37,579,192,107,38,54,6,1341,ANA,35,52.3,[],10.3,11,27,7,11,635,0,2011-12,24,18:08,0,50,0,21
21,NHL,47,0,38,414,108,55,27,31,4,827,ANA,14,51.4,"[{'link': '/awards/voting-2013.html#byng', 'name': 'Byng-46'}, {'link': '/awards/voting-2013.html#selke', 'name': 'Selke-35'}]",14.5,4,19,4,8,437,0,2012-13,15,17:36,4,18,0,15
34,NHL,65,1,39,529,129,81,29,29,0,978,ANA,25,50.4,[],13.6,10,18,3,11,538,1,2013-14,30,15:03,0,46,3,15
