year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1971-72,17,1,8,5,0,OHA-Jr.,26,Kitchener Rangers,6
1972-73,18,41,44,33,0,ON-Jr.A,48,Chatham Maroons,74
1972-73,18,1,0,1,0,OHA-Jr.,5,Kitchener Rangers,2
1973-74,19,39,42,48,0,OHA-Jr.,70,Kitchener Rangers,87
1974-75,20,6,19,11,0,AHL,32,Rochester Americans,17
1975-76,21,18,62,15,0,NAPro,67,Binghamton Dusters,33
1975-76,21,0,7,1,0,AHL,5,2 Teams,1
1975-76,21,0,7,1,0,AHL,4,Baltimore Clippers,1
1975-76,21,0,0,0,0,AHL,1,Rochester Americans,0
1976-77,22,16,55,13,0,IHL,48,Columbus Owls,29
1977-78,23,0,21,1,0,AHL,12,Rochester Americans,1
1977-78,23,2,24,1,0,IHL,6,Dayton/Grand Rapids Owls,3
1977-78,23,12,13,14,0,PHL,42,Phoenix Roadrunners,26
1978-79,24,2,34,1,0,IHL,6,Grand Rapids Owls,3
1979-80,25,8,10,12,0,CHL,22,Fort Worth Texans,20
1980-81,26,5,21,14,0,CHL,52,Fort Worth Texans,19
1981-82,27,36,0,55,0,OHA-Sr.,34,Georgetown Raiders,91
