league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,17,1,19,40,14,7,,NYR,[],5.0,1,12,5,2,0,1987-88,,1,0,0,5
NHL,68,1,20,268,71,23,,NYR,"[{'link': '/awards/voting-1989.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-1989.html#byng', 'name': 'Byng-21'}, {'link': '/awards/calder.html#1989', 'name': None}, {'link': '/awards/voting-1989.html#norris', 'name': 'Norris-11'}]",8.6,12,48,8,23,3,1988-89,,8,50,1,24
NHL,72,2,21,222,56,29,,NYR,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-14'}, {'link': '/awards/voting-1990.html#byng', 'name': 'Byng-18'}, {'link': '/awards/voting-1990.html#norris', 'name': 'Norris-10'}]",5.0,6,45,-18,11,0,1989-90,,5,26,0,16
NHL,80,4,22,206,88,45,,NYR,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-4'}, {'link': '/awards/nhl_all_star.html#1991', 'name': None}, {'link': '/awards/voting-1991.html#byng', 'name': 'Byng-12'}, {'link': '/awards/voting-1991.html#norris', 'name': 'Norris-4'}]",7.8,10,72,2,16,0,1990-91,,6,42,1,26
NHL,80,3,23,245,102,36,,NYR,"[{'link': '/awards/nhl_all_star.html#1992', 'name': None}, {'link': '/awards/voting-1992.html#byng', 'name': 'Byng-3'}, {'link': '/awards/voting-1992.html#hart', 'name': 'Hart-9'}, {'link': '/awards/norris.html#1992', 'name': None}]",9.0,11,80,25,22,1,1991-92,,10,26,0,44
NHL,36,1,24,150,36,22,,NYR,[],4.0,3,30,2,6,1,1992-93,,2,26,0,8
NHL,84,4,25,328,79,36,,NYR,"[{'link': '/awards/voting-1994.html#AS', 'name': 'AS-4'}, {'link': '/awards/nhl_all_star.html#1994', 'name': None}, {'link': '/awards/voting-1994.html#byng', 'name': 'Byng-10'}, {'link': '/awards/voting-1994.html#norris', 'name': 'Norris-5'}, {'link': '/awards/smythe.html#1994', 'name': None}]",7.0,5,56,28,23,1,1993-94,,17,67,2,18
NHL,48,2,26,182,41,18,,NYR,"[{'link': '/awards/voting-1995.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1995.html#norris', 'name': 'Norris-5'}]",4.9,6,32,0,9,0,1994-95,,3,18,1,13
NHL,82,3,27,276,85,37,,NYR,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-3'}, {'link': '/awards/nhl_all_star.html#1996', 'name': None}, {'link': '/awards/voting-1996.html#byng', 'name': 'Byng-6'}, {'link': '/awards/voting-1996.html#hart', 'name': 'Hart-22'}, {'link': '/awards/voting-1996.html#norris', 'name': 'Norris-3'}]",5.4,8,70,12,15,0,1995-96,,7,30,0,33
NHL,0,2,28,256,78,21,,NYR,"[{'link': '/awards/nhl_all_star.html#1997', 'name': None}, {'link': '/awards/voting-1997.html#byng', 'name': 'Byng-9'}, {'link': '/awards/voting-1997.html#hart', 'name': 'Hart-16'}, {'link': '/awards/norris.html#1997', 'name': None}]",7.8,11,58,31,20,0,1996-97,,9,40,2,35
NHL,76,2,29,230,50,23,,NYR,[],7.4,6,33,-36,17,0,1997-98,,11,32,0,10
NHL,82,1,30,184,55,25,2449,NYR,"[{'link': '/awards/voting-1999.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1999.html#norris', 'name': 'Norris-8'}]",7.1,9,42,-7,13,0,1998-99,29:52,4,42,0,17
NHL,50,2,31,124,26,8,1347,NYR,[],5.6,4,19,-16,7,0,1999-00,26:57,3,20,0,11
NHL,82,3,32,241,79,27,2407,NYR,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2001.html#byng', 'name': 'Byng-32'}, {'link': '/awards/voting-2001.html#norris', 'name': 'Norris-5'}]",8.7,10,58,-18,21,1,2000-01,29:21,10,34,4,27
NHL,82,3,33,202,55,25,2121,NYR,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2002.html#norris', 'name': 'Norris-9'}]",5.0,9,45,14,10,0,2001-02,25:52,1,28,2,18
NHL,51,2,34,150,30,11,1331,NYR,"[{'link': '/awards/voting-2003.html#AS', 'name': 'AS-20'}, {'link': '/awards/voting-2003.html#byng', 'name': 'Byng-25'}, {'link': '/awards/voting-2003.html#norris', 'name': 'Norris-15'}]",8.0,7,18,-3,12,0,2002-03,26:06,5,20,0,7
NHL,72,2,35,206,51,25,1893,TOT,"[{'link': '/awards/voting-2004.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-2004.html#byng', 'name': 'Byng-13'}, {'link': '/awards/voting-2004.html#norris', 'name': 'Norris-11'}]",7.3,9,36,6,15,1,2003-04,26:17,5,34,1,10
NHL,57,1,35,165,36,15,1496,NYR,"[{'link': '/awards/voting-2004.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-2004.html#byng', 'name': 'Byng-13'}, {'link': '/awards/voting-2004.html#norris', 'name': 'Norris-11'}]",7.9,8,23,-5,13,1,2003-04,26:15,4,24,0,8
