year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1983-84,15,52,24,49,0,High-CT,28,Cheshire High School,101
1984-85,16,30,15,46,0,High-CT,26,Avon Old Farms,76
1984-85,16,0,2,0,0,WJC-A,7,United States,0
1985-86,17,40,18,44,0,High-CT,28,Avon Old Farms,84
1985-86,17,1,2,4,0,WJC-A,7,United States,5
1986-87,18,9,10,38,0,H-East,37,Boston College Eagles,47
1986-87,18,1,8,2,0,WJC-A,7,United States,3
1986-87,18,4,4,5,0,WEC-A,10,United States,9
1987-88,19,13,38,61,0,Nat-Tm,50,United States,74
1987-88,19,1,4,5,0,Olympics,6,United States,6
1988-89,20,3,4,4,0,WEC-A,10,United States,7
1991-92,23,1,2,3,0,Can-Cup,7,United States,4
1996-97,28,0,4,7,0,W-Cup,7,United States,7
1997-98,29,1,0,1,0,Olympics,4,United States,2
2001-02,33,0,0,5,2,Olympics,6,United States,5
2004-05,36,0,6,1,-1,W-Cup,5,United States,1
