game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-1,18,0,20,2,1970-71,2,0,1,1,,NHL,5.6,0,22,4,[],3,0,,TOR
0,5,55,1,77,10,1971-72,6,0,7,1,,NHL,12.7,3,23,4,[],17,6,,TOR
0,-4,129,0,61,23,1972-73,19,0,13,4,,NHL,10.1,4,24,10,[],36,9,,TOR
0,3,53,0,34,9,1973-74,4,0,8,2,,NHL,15.1,5,25,8,[],17,6,,TOR
0,-37,168,0,75,21,1974-75,15,0,23,9,,NHL,13.7,6,26,16,[],44,14,,TOT
0,-41,133,0,53,15,1974-75,9,0,20,8,,NHL,15.0,6,26,8,[],35,12,,WSH
0,4,35,0,22,6,1974-75,6,0,3,1,,NHL,8.6,0,26,8,[],9,2,,STL
0,-8,37,0,43,8,1975-76,8,0,6,2,,NHL,16.2,0,27,16,[],14,4,,KCS
2,3,60,0,57,11,1976-77,10,3,7,1,,NHL,11.7,1,28,4,[],18,3,,CLR
4,9,67,1,54,15,1977-78,11,2,15,2,,NHL,22.4,3,29,4,[],30,11,,CLR
