assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1966-67,4,2,1,Kitchener Rangers,18,0,0,OHA-Jr.
24,1967-68,54,59,35,Kitchener Rangers,19,22,0,OHA-Jr.
4,1968-69,5,8,4,Ottawa Nationals,20,7,0,OHA-Sr.
19,1969-70,72,52,33,Omaha Knights,21,35,0,CHL
34,1970-71,48,54,20,Tulsa Oilers,22,40,0,CHL
3,1976-77,4,6,3,Rhode Island Reds,28,0,0,AHL
2,1977-78,13,7,5,2 Teams,29,10,0,AHL
0,1977-78,1,2,2,Hampton Gulls,29,0,0,AHL
2,1977-78,12,5,3,Philadelphia Firebirds,29,10,0,AHL
5,1979-80,10,7,2,Nelson Maple Leafs,31,0,0,WIHL
11,1980-81,18,27,16,HC Lyon,32,0,0,France
