shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
3.6,1972-73,24,6,,0,56,1,2,-5,7,STL,2,20,0,NHL,0,,55,9,[],0
2.6,1973-74,46,3,,0,39,1,1,-15,4,TOT,1,21,0,NHL,0,,45,5,[],0
4.8,1973-74,6,1,,0,21,0,1,-3,1,STL,1,21,0,NHL,0,,23,2,[],0
0.0,1973-74,40,2,,0,18,1,0,-12,3,DET,0,21,0,NHL,0,,22,3,[],0
4.5,1974-75,136,11,,3,112,5,5,-40,19,DET,5,22,0,NHL,0,,0,24,[],0
3.3,1975-76,129,7,,2,92,0,2,-13,9,DET,3,23,0,NHL,0,,77,12,[],1
1.2,1976-77,63,10,,0,85,0,1,-18,10,DET,1,24,0,NHL,0,,71,11,[],0
5.4,1977-78,34,6,,0,37,0,2,3,6,DET,2,25,0,NHL,0,,32,8,[],0
4.9,1978-79,72,4,,0,41,0,2,-9,4,DET,2,26,0,NHL,0,,52,6,[],0
3.7,1979-80,43,4,,0,27,0,1,-2,4,DET,1,27,0,NHL,0,,49,5,[],0
10.6,1980-81,57,7,,0,47,0,5,-1,7,DET,5,28,0,NHL,0,,68,12,[],0
3.6,1981-82,32,6,,0,28,0,1,3,6,QUE,1,29,1,NHL,0,,40,7,[],0
4.4,1982-83,38,7,,0,45,0,2,11,7,QUE,2,30,0,NHL,0,,51,9,[],0
1.5,1983-84,92,12,,0,68,0,1,7,12,MTL,1,31,0,NHL,0,,79,13,[],0
