assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,2006-07,1,0,0,Markham Waxers,16,0,0,ON-Jr.A
0,2006-07,4,0,0,Peterborough Petes,16,0,0,OHL
10,2007-08,60,12,2,Peterborough Petes,17,53,-12,OHL
29,2008-09,64,37,8,Peterborough Petes,18,60,-24,OHL
38,2009-10,68,50,12,Peterborough Petes,19,52,-16,OHL
29,2010-11,68,48,19,Kitchener Rangers,20,44,-4,OHL
