pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,Pardaugava Riga,0,0,0,CIS,4,1993-94,18,0
24,Pardaugava Riga,0,0,0,CIS,25,1994-95,19,0
10,CSKA Moscow,1,0,1,CIS,26,1995-96,20,0
48,HK CSKA Moscow,0,0,0,Russia,41,1996-97,21,0
6,HK CSKA Moscow,3,0,4,Russia,25,1997-98,22,1
166,Cincinnati Cyclones,11,0,14,IHL,74,1998-99,23,3
4,Dayton Bombers,1,0,1,ECHL,2,1998-99,23,0
96,2 Teams,13,-8,14,IHL,65,1999-00,24,1
86,Detroit Vipers,10,-9,11,IHL,51,1999-00,24,1
10,Long Beach Ice Dogs,3,1,3,IHL,14,1999-00,24,0
58,Detroit Vipers,10,-22,16,IHL,51,2000-01,25,6
6,Latvia,2,1,3,WC-A,6,2000-01,25,1
0,Latvia,0,0,0,Olympics,1,2001-02,26,0
54,2 Teams,10,-4,12,AHL,48,2001-02,26,2
15,Springfield Falcons,2,-10,2,AHL,11,2001-02,26,0
39,Lowell Lock Monsters,8,6,10,AHL,37,2001-02,26,2
60,Lowell Lock Monsters,11,-4,17,AHL,47,2002-03,27,6
8,HK Riga 2000,2,0,3,Latvia,4,2003-04,28,1
60,Ilves Tampere,2,0,4,Finland,23,2003-04,28,2
71,Esbjerg IK,10,0,13,Denmark,24,2004-05,29,3
6,Khimik Voskresensk,1,0,1,Russia-2,2,2005-06,30,0
112,HPK Hameenlinna,4,0,6,Finland,28,2005-06,30,2
8,Latvia,0,0,0,WC-A,4,2005-06,30,0
59,HC Slovan Bratislava,1,0,1,Slovakia,11,2006-07,31,0
46,ASK Ogre,12,0,15,Latvia,17,2006-07,31,3
70,SV Renon,14,0,15,Italy,25,2007-08,32,1
