year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1940-41,18,7,2,8,0,QJHL,12,Verdun Jr. Maple Leafs,15
1940-41,18,0,0,0,0,QSHL,1,Verdun Maple Leafs,0
1941-42,19,11,14,10,0,QSHL,40,Cornwall Flyers,21
1942-43,20,7,4,7,0,QSHL,22,Montreal Sr. Canadiens,14
1943-44,21,12,4,13,0,MCHL,11,Montreal Navy,25
1944-45,22,4,9,3,0,QSHL,12,Montreal Royals,7
1945-46,23,39,28,53,0,USHL,56,Dallas Texans,92
1946-47,24,13,42,27,0,AHL,59,New Haven Ramblers,40
1947-48,25,19,36,30,0,USHL,62,St. Paul Saints,49
1948-49,26,27,41,43,0,PCHL,70,Tacoma Rockets,70
1948-49,26,0,0,1,0,QSHL,1,Shawinigan Cataracts,1
1949-50,27,20,23,67,0,PCHL,70,Tacoma Rockets,87
1950-51,28,22,18,42,0,PCHL,70,Tacoma Rockets,64
1951-52,29,7,8,23,0,QMHL,58,Shawinigan Cataractes,30
