pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Winnipeg K of C,2,0,4,WJrHL,9,1931-32,17,2
10,Winnipeg K of C,4,0,8,WJrHL,11,1932-33,18,4
11,Winnipeg Falcons,4,0,17,MHL-Sr.,15,1933-34,19,13
26,Detroit Olympics,6,0,16,IHL,41,1934-35,20,10
17,Detroit Olympics,9,0,17,IHL,23,1935-36,21,8
2,Pittsburgh Hornets,4,0,5,IAHL,4,1937-38,23,1
2,Pittsburgh Hornets,4,0,5,AHL,4,1940-41,26,1
0,Indianapolis Capitols,10,0,16,AHL,14,1945-46,31,6
2,Omaha Knights,4,0,10,USHL,16,1946-47,32,6
2,Omaha Knights,2,0,6,USHL,6,1947-48,33,4
