power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,3,1,0,NHL,1973-74,21,0,TOR,,1,2,-3,0,7,,,0.0,0
0,7,1,0,NHL,1974-75,22,1,TOR,,0,7,-3,0,2,,,50.0,1
0,10,6,1,NHL,1975-76,23,2,TOR,,4,2,-2,0,24,,,8.3,2
0,9,3,0,NHL,1976-77,24,0,TOR,,3,7,-1,0,24,,,0.0,0
0,13,6,0,NHL,1977-78,25,5,TOR,,1,7,4,0,19,,,26.3,5
0,7,3,1,NHL,1978-79,26,2,PIT,,1,0,0,0,9,,,22.2,2
0,5,3,0,NHL,1979-80,27,0,PIT,,3,4,-2,0,10,,,0.0,0
0,5,8,0,NHL,1980-81,28,2,PIT,,6,9,4,0,14,,,14.3,2
0,5,1,0,NHL,1981-82,29,0,PIT,,1,0,-3,0,6,,,0.0,0
0,9,3,0,NHL,1982-83,30,0,MNS,,3,4,-1,0,12,,,0.0,0
0,13,2,1,NHL,1983-84,31,2,MNS,,0,2,0,0,19,,,10.5,2
