assists,team,goals,year,games_played,points,pim,age,plus_minus,league
26,Oakville Blades,33,1983-84,40,59,47,17,0,ON-Jr.B
0,Richmond Hill Dynes,1,1983-84,1,1,2,17,0,ON-Jr.A
41,Oakville Blades,29,1984-85,38,70,76,18,0,ON-Jr.B
23,Western Michigan University,10,1985-86,43,33,36,19,0,CCHA
10,Western Michigan University,7,1986-87,34,17,22,20,0,CCHA
23,Western Michigan University,39,1987-88,42,62,40,21,0,CCHA
27,Western Michigan University,32,1988-89,42,59,66,22,0,CCHA
26,Maine Mariners,28,1989-90,75,54,57,23,0,AHL
16,Maine Mariners,28,1990-91,62,44,40,24,0,AHL
34,Peoria Rivermen,27,1991-92,71,61,30,25,0,IHL
13,Peoria Rivermen,17,1992-93,58,30,28,26,0,IHL
24,Peoria Rivermen,26,1993-94,80,50,89,27,0,IHL
20,Peoria Rivermen,22,1994-95,76,42,70,28,0,IHL
15,Peoria Rivermen,22,1995-96,74,37,94,29,0,IHL
4,2 Teams,3,1996-97,25,7,18,30,0,IHL
1,Cincinnati Cyclones,1,1996-97,4,2,0,30,0,IHL
3,San Antonio Dragons,2,1996-97,21,5,18,30,0,IHL
3,San Antonio Dragons,1,1997-98,21,4,20,31,0,IHL
24,Brantford Smoke,27,1997-98,41,51,20,31,0,UHL
