year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1990-91,18,24,58,30,0,MJHL,44,Neepawa Natives,54
1991-92,19,6,36,7,0,WHL,56,Brandon Wheat Kings,13
1992-93,20,27,110,33,0,WHL,68,Brandon Wheat Kings,60
1993-94,21,29,131,37,0,WHL,59,Brandon Wheat Kings,66
1994-95,22,12,62,18,0,AHL,65,St. John\'s Maple Leafs,30
1995-96,23,22,47,13,0,AHL,52,St. John\'s Maple Leafs,35
1996-97,24,22,64,28,0,AHL,62,St. John\'s Maple Leafs,50
1997-98,25,1,29,9,-2,IHL,30,Manitoba Moose,10
1997-98,25,2,49,12,-1,AHL,29,2 Teams,14
1997-98,25,0,2,0,1,AHL,2,St. John\'s Maple Leafs,0
1997-98,25,2,47,12,-2,AHL,27,Hamilton Bulldogs,14
1998-99,26,5,4,6,0,BH-Cup,13,Nottingham Panthers,11
1998-99,26,15,54,27,0,Britain,39,Nottingham Panthers,42
1999-00,27,11,78,14,0,Germany,67,Schwenninger Wild Wings,25
2000-01,28,2,10,5,0,BH-Cup,10,London Knights,7
2000-01,28,7,28,19,0,Britain,46,London Knights,26
2000-01,28,0,0,0,0,Con-Cup,3,London Knights,0
2001-02,29,5,48,20,0,Britain,48,London Knights,25
2003-04,31,17,51,42,7,CHL,64,Wichita Thunder,59
