assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,HC Sparta Praha,0,1991-92,3,0,0,17,0,Czech
2,Czechoslovakia,1,1991-92,6,3,6,17,0,EJC-A
21,New Haven Senators,4,1992-93,59,25,18,18,0,AHL
26,P.E.I. Senators,10,1993-94,69,36,44,19,0,AHL
1,P.E.I. Senators,0,1994-95,7,1,2,20,0,AHL
13,Fort Wayne Komets,3,1994-95,58,16,14,20,0,IHL
3,HC Sparta Praha,2,1995-96,30,5,0,21,0,CzRep
23,HC Sparta Praha,12,1996-97,52,35,4,22,0,CzRep
3,HC Sparta Praha,1,1996-97,6,4,0,22,0,EuroHL
12,Vastra Frolunda HC Goteborg,2,1997-98,46,14,36,23,0,Sweden
11,2 Teams,6,1998-99,47,17,32,24,0,Sweden
0,Vastra Frolunda HC Goteborg,0,1998-99,9,0,6,24,0,Sweden
11,Farjestads BK Karlstad,6,1998-99,38,17,26,24,0,Sweden
14,Farjestads BK Karlstad,7,1999-00,50,21,46,25,0,Sweden
12,Farjestads BK Karlstad,13,2000-01,50,25,38,26,0,Sweden
6,HC Sparta Praha,4,2001-02,23,10,14,27,0,CzRep
19,Farjestads BK Karlstad,7,2002-03,49,26,22,28,0,Sweden
15,Farjestads BK Karlstad,11,2003-04,44,26,22,29,0,Sweden
11,Farjestads BK Karlstad,3,2004-05,47,14,47,30,0,Sweden
21,Farjestads BK Karlstad,5,2005-06,49,26,32,31,0,Sweden
35,Kloten Flyers,3,2006-07,42,38,40,32,0,Swiss
0,Czech Republic,0,2006-07,7,0,0,32,1,WC-A
23,Kloten Flyers,7,2007-08,47,30,46,33,0,Swiss
28,Kloten Flyers,9,2008-09,47,37,62,34,0,Swiss
9,Kloten Flyers,1,2009-10,14,10,20,35,0,Swiss
