assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Fort Wayne Komets,0,1994-95,1,0,0,20,0,IHL
0,HC Sparta Praha,0,1995-96,4,0,0,21,0,CzRep
5,HC Sparta Praha,2,1996-97,10,7,4,22,0,CzRep
3,HC Sparta Praha,0,1996-97,4,3,2,22,0,EuroHL
2,Vastra Frolunda HC Goteborg,1,1997-98,7,3,29,23,0,Sweden
0,Farjestads BK Karlstad,1,1998-99,4,1,0,24,0,Sweden
1,Farjestads BK Karlstad,0,1999-00,7,1,6,25,0,Sweden
6,Farjestads BK Karlstad,4,2000-01,16,10,35,26,0,Sweden
6,HC Sparta Praha,0,2001-02,13,6,8,27,0,CzRep
3,Farjestads BK Karlstad,2,2002-03,14,5,8,28,0,Sweden
3,Farjestads BK Karlstad,1,2003-04,17,4,10,29,0,Sweden
1,Farjestads BK Karlstad,3,2004-05,14,4,0,30,0,Sweden
10,Farjestads BK Karlstad,5,2005-06,18,15,24,31,0,Sweden
9,Kloten Flyers,2,2006-07,11,11,22,32,0,Swiss
1,Kloten Flyers,0,2007-08,5,1,6,33,0,Swiss
5,Kloten Flyers,1,2008-09,15,6,12,34,0,Swiss
