giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,76,0,25,0,0,55,11,0,2,1407,NJD,0,0,[],3.6,2,9,-5,2,0,0,2006-07,0,18:31,0,61,0,7
38,NHL,75,0,26,0,163,63,26,71,6,1427,NJD,16,0,[],9.5,4,20,27,6,0,0,2007-08,79,19:02,2,46,0,14
30,NHL,82,4,27,0,240,108,29,50,4,1712,NJD,15,0,[],6.5,5,22,21,7,0,1,2008-09,127,20:52,1,30,0,18
37,NHL,67,0,28,0,152,68,13,62,1,1424,TOT,25,0,[],4.4,3,10,8,3,0,0,2009-10,124,21:16,0,30,0,9
21,NHL,40,0,28,0,97,44,4,33,0,847,NJD,9,0,[],4.5,2,2,2,2,0,0,2009-10,66,21:11,0,18,0,2
16,NHL,27,0,28,0,55,24,9,29,1,577,ATL,16,0,[],4.2,1,8,6,1,0,0,2009-10,58,21:22,0,12,0,7
46,NHL,82,0,29,0,209,90,17,64,4,1699,ATL,43,0,[],2.2,2,15,-15,2,0,0,2010-11,148,20:43,0,22,0,11
36,NHL,81,1,30,0,213,82,18,64,0,1657,TOT,23,0,[],3.7,3,15,-6,3,0,0,2011-12,140,20:28,0,33,0,15
30,NHL,63,1,30,0,137,52,13,53,0,1218,WPG,17,0,[],3.8,2,11,-9,2,0,0,2011-12,98,19:20,0,33,0,11
6,NHL,18,0,30,0,76,30,5,11,0,440,CHI,6,0,[],3.3,1,4,3,1,0,0,2011-12,42,24:25,0,0,0,4
24,NHL,0,0,31,0,119,52,12,24,1,985,CHI,19,0,[],5.8,3,9,12,3,0,0,2012-13,79,20:31,0,10,1,7
52,NHL,77,1,32,0,161,83,16,49,0,1548,CHI,15,100.0,[],3.6,3,13,11,3,1,0,2013-14,114,20:06,0,38,1,12
44,NHL,76,0,33,0,199,76,10,69,0,1542,CHI,22,0,[],2.6,2,8,5,2,0,0,2014-15,123,20:17,0,26,0,8
37,NHL,82,0,34,0,190,63,21,73,0,1671,DAL,23,0,[],6.3,3,17,8,4,0,1,2015-16,172,20:23,0,26,1,16
37,NHL,52,0,35,0,118,37,9,29,0,950,TOT,14,0,[],5.4,2,7,-4,2,0,0,2016-17,123,18:16,0,18,0,7
20,NHL,37,0,35,0,83,24,7,21,0,672,DAL,7,0,[],4.2,1,6,-2,1,0,0,2016-17,81,18:10,0,10,0,6
17,NHL,15,0,35,0,35,13,2,8,0,278,CHI,7,0,[],7.7,1,1,-2,1,0,0,2016-17,42,18:31,0,8,0,1
