game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0.0,3,8,0,24,6:18,16,4,2000-01,4,0,0,0,COL,SC,14,101,NHL
0,5.6,1,18,0,26,12:45,10,0,2002-03,1,0,1,1,TBL,,4,127,NHL
0,7.7,1,13,0,27,5:58,23,1,2003-04,2,0,1,1,TBL,SC,63,137,NHL
0,0.0,0,1,0,29,2:23,3,0,2005-06,0,0,0,0,TBL,,19,7,NHL
