assists,year,games_played,points,goals,team,age,pim,plus_minus,league
18,1991-92,36,41,23,Edmonton Mercurys,15,72,0,AMHL
17,1992-93,50,27,10,Brandon Wheat Kings,16,64,0,WHL
20,1993-94,45,41,21,Brandon Wheat Kings,17,77,0,WHL
43,1994-95,66,83,40,Brandon Wheat Kings,18,201,0,WHL
29,1995-96,40,45,16,Brandon Wheat Kings,19,109,0,WHL
6,1996-97,71,11,5,Saint John Flames,20,195,0,AHL
10,1998-99,67,16,6,2 Teams,22,242,-20,AHL
7,1998-99,50,12,5,Saint John Flames,22,140,-12,AHL
3,1998-99,17,4,1,Hershey Bears,22,102,-8,AHL
8,2005-06,27,16,8,Springfield Falcons,29,30,0,AHL
10,2006-07,37,16,6,Sodertalje SK,30,80,0,Sweden-2
6,2007-08,24,17,11,Aalborg BK,31,36,0,Denmark
