pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Kingston Canadians,1,0,1,OMJHL,3,1978-79,16,0
24,Cornwall Royals,6,0,12,QMJHL,18,1979-80,17,6
2,Cornwall Royals,2,0,2,M-Cup,5,1979-80,17,0
24,Cornwall Royals,19,0,33,QMJHL,19,1980-81,18,14
4,Cornwall Royals,2,0,8,M-Cup,5,1980-81,18,6
16,San Diego Gulls,5,0,11,IHL,14,1992-93,30,6
24,San Diego Gulls,3,0,9,IHL,7,1993-94,31,6
10,Houston Aeros,0,0,1,IHL,4,1994-95,32,1
28,Utah Grizzlies,7,0,17,IHL,22,1995-96,33,10
10,Manitoba Moose,0,0,1,IHL,3,1997-98,35,1
0,Manitoba Moose,2,0,3,IHL,5,1998-99,36,1
