pim,team,assists,plus_minus,points,league,games_played,year,age,goals
119,Calgary Centennials,15,0,24,WCJHL,59,1969-70,19,9
175,Calgary Centennials,32,0,45,WCJHL,51,1970-71,20,13
224,Dallas Black Hawks,30,0,34,CHL,66,1971-72,21,4
105,Dallas Black Hawks,22,0,32,CHL,72,1972-73,22,10
104,Salt Lake Golden Eagles,7,0,10,CHL,29,1977-78,27,3
137,Salt Lake Golden Eagles,32,0,44,CHL,76,1978-79,28,12
89,Salt Lake Golden Eagles,33,0,40,CHL,71,1979-80,29,7
194,Salt Lake Golden Eagles,48,0,57,CHL,74,1980-81,30,9
4,Salt Lake Golden Eagles,0,0,0,CHL,2,1983-84,33,0
110,Salt Lake Golden Eagles,16,0,19,IHL,78,1984-85,34,3
24,Salt Lake Golden Eagles,5,0,5,IHL,18,1985-86,35,0
