power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
1,4,2,0,NHL,1972-73,22,1,CBH,,1,0,0,0,4,,,25.0,0
1,7,1,0,NHL,1973-74,23,1,CBH,,0,0,-1,0,9,,,11.1,0
0,3,0,0,NHL,1979-80,29,0,STL,,0,0,-3,0,8,,,0.0,0
