age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,SC,4.2,0,4,2,NHL,0,1,1995-96,0,24,1,,0,8,,COL,5
22,,5.3,1,6,5,NHL,12,0,1996-97,0,19,1,,0,2,,COL,7
23,,14.3,1,0,-3,NHL,7,0,1997-98,0,7,1,,0,12,,COL,1
24,,0.0,0,1,-1,NHL,10,0,1998-99,0,18,0,152,0,6,,COL,1
25,,4.0,1,2,3,NHL,17,0,1999-00,0,25,1,266,0,4,,COL,3
26,SC,4.3,1,2,2,NHL,23,0,2000-01,1,23,1,319,0,8,,COL,3
27,,0.0,0,2,-3,NHL,20,0,2001-02,0,21,0,269,0,14,,COL,2
29,,11.1,2,3,-1,NHL,23,1,2003-04,1,27,3,392,0,16,,CGY,6
31,,14.3,1,0,-1,NHL,7,0,2005-06,0,7,1,108,0,8,,CGY,1
32,,0.0,0,0,-3,NHL,6,0,2006-07,0,8,0,91,0,2,,CGY,0
33,,40.0,2,0,2,NHL,7,0,2007-08,1,5,2,102,0,6,11,CGY,2
34,,0.0,0,1,-4,NHL,11,0,2008-09,0,13,0,137,0,2,18,BOS,1
35,,0.0,0,0,-1,NHL,6,0,2009-10,0,4,0,67,0,2,4,COL,0
