assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,CHZ Litvinov,4,1966-67,14,4,0,17,0,Czech
14,CHZ Litvinov,15,1967-68,32,29,0,18,0,Czech
17,CHZ Litvinov,21,1968-69,36,38,0,19,0,Czech
17,CHZ Litvinov,17,1969-70,33,34,20,20,0,Czech
0,Czechoslovakia,0,1969-70,4,0,2,20,0,WEC-A
20,CHZ Litvinov,20,1970-71,36,40,0,21,0,Czech
2,Czechoslovakia,4,1970-71,10,6,2,21,0,WEC-A
23,CHZ Litvinov,31,1971-72,36,54,0,22,0,Czech
3,Czechoslovakia,5,1971-72,6,8,2,22,0,Olympics
3,Czechoslovakia,2,1971-72,5,5,0,22,0,WEC-A
11,CHZ Litvinov,24,1972-73,36,35,0,23,0,Czech
1,Czechoslovakia,2,1972-73,8,3,0,23,0,WEC-A
27,CHZ Litvinov,27,1973-74,39,54,0,24,0,Czech
4,Czechoslovakia,9,1973-74,10,13,2,24,0,WEC-A
42,CHZ Litvinov,36,1974-75,44,78,0,25,0,Czech
4,Czechoslovakia,2,1974-75,6,6,2,25,0,WEC-A
18,CHZ Litvinov,25,1975-76,30,43,6,26,0,Czech
3,Czechoslovakia,3,1975-76,5,6,7,26,0,Olympics
8,Czechoslovakia,7,1975-76,10,15,4,26,0,WEC-A
2,Czechoslovakia,2,1976-77,7,4,12,27,0,Can-Cup
19,CHZ Litvinov,39,1976-77,42,58,0,27,0,Czech
3,Czechoslovakia,9,1976-77,10,12,5,27,0,WEC-A
39,CHZ Litvinov,32,1977-78,43,71,30,28,0,Czech
10,Czechoslovakia,4,1977-78,10,14,4,28,0,WEC-A
5,Czechoslovakia,3,1978-79,8,8,6,29,0,WEC-A
20,2 Teams,17,1978-79,31,37,14,29,0,Czech
3,Dukla Trencin,2,1978-79,8,5,0,29,0,Czech
17,CHZ Litvinov,15,1978-79,23,32,14,29,0,Czech
16,CHZ Litvinov,14,1979-80,33,30,8,30,0,Czech
31,CHZ Litvinov,21,1980-81,40,52,38,31,0,Czech
3,Czechoslovakia,0,1980-81,8,3,0,31,0,WEC-A
43,EV Zug,46,1983-84,41,89,0,34,0,Swiss-2
43,EV Zug,30,1984-85,39,73,0,35,0,Swiss-2
18,CHZ Litvinov,5,1986-87,19,23,12,37,0,Czech
