assists,year,games_played,points,goals,team,age,pim,plus_minus,league
28,2003-04,70,51,23,Chicoutimi Sagueneens,17,12,-1,QMJHL
65,2004-05,68,97,32,Chicoutimi Sagueneens,18,39,5,QMJHL
85,2005-06,63,118,33,Chicoutimi Sagueneens,19,44,45,QMJHL
70,2006-07,61,108,38,Chicoutimi Sagueneens,20,32,8,QMJHL
1,2006-07,7,2,1,Bridgeport Sound Tigers,20,4,-2,AHL
1,2007-08,4,1,0,Hamilton Bulldogs,21,6,-3,AHL
77,2007-08,68,106,29,Cincinnati Cyclones,21,18,38,ECHL
34,2008-09,77,58,24,Hamilton Bulldogs,22,20,12,AHL
51,2009-10,60,78,27,Hamilton Bulldogs,23,34,30,AHL
35,2010-11,35,45,10,Hamilton Bulldogs,24,24,14,AHL
12,2012-13,16,16,4,HC Fribourg-Gotteron,26,12,0,Swiss
