bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,0,0,0,0,0,USHL,0,16,0,0,0,0,0,0,0,0,2009-10,U.S. National Under-18 Team,0,0,0,0,0,0
0,0,0,0,0,0,USHL,0,16,0,0,2,0,0,0,0,0,2009-10,U.S. National Under-17 Team,0,0,0,0,0,0
0,0,0,0,0,0,USHL,0,17,0,0,0,0,0,0,0,0,2010-11,U.S. National Development Team,0,1,0,0,0,0
0,0,0,0,0,0,OHL,0,18,0,0,10,0,0,0,0,0,2011-12,Kitchener Rangers,0,1,0,0,0,0
0,0,0,0,0,0,AHL,0,19,0,0,0,0,0,0,0,0,2012-13,Norfolk Admirals,0,0,0,0,0,0
0,0,0,0,0,0,OHL,0,19,0,0,4,0,0,0,0,0,2012-13,Kitchener Rangers,0,0,0,0,0,0
0,0,0,0,0,0,AHL,0,20,0,0,0,0,0,0,0,0,2013-14,Norfolk Admirals,0,0,0,0,0,0
0,0,0,0,0,0,AHL,0,21,0,0,0,0,0,0,0,0,2014-15,Norfolk Admirals,0,0,0,0,0,0
0,0,0,0,0,0,AHL,0,22,0,0,0,0,0,0,0,0,2015-16,San Diego Gulls,0,0,0,0,0,0
0,0,0,0,0,0,WCup,0,23,0,0,0,0,0,0,0,0,2016-17,Team North America,0,0,0,0,0,0
