age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,1,-5,NHL,4,0,1969-70,0,13,0,,0,6,,DET,1
23,,10.7,2,2,-2,NHL,6,0,1970-71,0,28,3,,0,20,,STL,5
24,,11.4,2,5,-8,NHL,11,0,1971-72,1,35,4,,2,35,,STL,9
25,,5.0,1,2,-2,NHL,5,0,1972-73,0,20,1,,0,2,,STL,3
27,,14.3,1,3,1,NHL,2,0,1974-75,0,7,1,,0,6,,STL,4
28,,40.0,2,1,-2,NHL,3,0,1975-76,0,5,2,,0,7,,STL,3
29,,0.0,0,1,-1,NHL,4,0,1976-77,0,10,0,,0,2,,STL,1
32,,0.0,0,3,-1,NHL,4,0,1979-80,0,8,0,,0,2,,ATF,3
33,,0.0,0,0,-4,NHL,8,0,1980-81,0,4,0,,0,2,,EDM,0
34,,14.3,1,0,2,NHL,4,0,1981-82,0,7,1,,0,23,,EDM,1
35,,0,0,0,0,NHL,1,0,1982-83,0,0,0,,0,0,,EDM,0
