league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
WHA,29,0,20,17,5,0,,CNS,[],5.9,1,4,-22,1,0,1976-77,,0,8,0,0
WHA,69,0,21,51,11,0,,CNS,[],3.9,2,9,-10,2,0,1977-78,,0,113,0,0
WHA,0,0,22,85,16,0,,CNS,[],2.4,1,14,-4,2,0,1978-79,,1,222,0,0
NHL,74,1,23,101,10,0,,WIN,[],4.0,4,6,-41,4,0,1979-80,,0,124,0,6
NHL,75,0,24,55,9,1,,TOT,[],5.5,2,6,-30,3,1,1980-81,,0,206,1,4
NHL,18,0,24,16,2,0,,WIN,[],6.3,1,1,-12,1,0,1980-81,,0,40,0,1
NHL,57,0,24,39,7,1,,TOR,[],5.1,1,5,-18,2,1,1980-81,,0,166,1,3
NHL,64,0,25,45,6,0,,TOR,[],2.2,1,5,-26,1,0,1981-82,,0,186,0,5
NHL,52,0,26,25,7,0,,TOR,[],8.0,2,5,-16,2,0,1982-83,,0,68,0,5
NHL,21,0,27,8,1,0,,DET,[],0.0,0,1,0,0,0,1983-84,,0,74,0,1
NHL,14,0,29,2,0,0,,DET,[],0.0,0,0,-6,0,0,1985-86,,0,70,0,0
