league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,3,0,23,5,1,0,29,PHX,[],20.0,1,0,1,1,0,2005-06,9:50,0,2,0,0
NHL,7,0,24,10,3,1,88,PHX,[],10.0,0,2,-1,1,0,2006-07,12:32,1,4,0,1
