year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,17,1,2,2,-4,QMJHL,6,Baie-Comeau Drakkar,3
2000-01,18,8,0,16,5,QMJHL,11,Baie-Comeau Drakkar,24
2001-02,19,5,0,4,1,QMJHL,5,Baie-Comeau Drakkar,9
2001-02,19,0,0,0,0,AHL,1,Manchester Monarchs,0
2002-03,20,0,0,0,0,AHL,1,Manchester Monarchs,0
2003-04,21,2,16,3,1,AHL,5,Manchester Monarchs,5
2008-09,26,1,4,1,-2,AHL,6,Hamilton Bulldogs,2
2010-11,28,2,2,3,0,Sweden-Q,8,Sodertalje SK,5
2011-12,29,4,4,11,0,Germany,14,Adler Mannheim,15
2012-13,30,1,2,1,0,Germany,6,Adler Mannheim,2
